pID,pName,Latitude,Longitude,Tags,province number,province name,district,Latitude,Longitude,latitude(Rd),longitude(Rd),latitude(rp),longitude(rp)
167,Bhimsen Temple,28.23081,83.98486,"temple, hindu",4,Gandaki,Dolakha,27.7784288,86.1751759,0.4848250436,1.504040553,0.492720585,1.465812329
168,Matepani Gumba,28.21648,84.0074,"buddhist, monastery, gumba",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4924704793,1.466205726
169,Sarangkot sunrise and paragliding,28.24393,83.94863,"hills, mountains, hiking",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4929495722,1.465179996
170,Jangchub Choeling Monastery,28.26139,83.95702,"buddhist, monastery, gumba",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4932543067,1.465326429
171,Pokhara Disneyland,28.21828,83.95816,"park, landmark",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4925018952,1.465346326
172,Mardi HimalÂ,28.48573,83.93738,"mountains, trekking, climbing",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4971697783,1.464983646
173,Ghandruk Village,28.46328,83.82609,"mountains, hills, trekking, hiking, village",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4967779519,1.46304127
174,Annapurna Sanctuary Trek,28.53041,83.87807,"Mountains, trekking, climbing",4,Gandaki,Myagdi,28.6028948,83.336188,0.4992146899,1.454490867,0.4979495914,1.463948492
175,Ghorepani Poon Hill Trek,28.40032,83.68917,"Hills, trekking, hiking, mountains",4,Gandaki,Myagdi,28.6028948,83.336188,0.4992146899,1.454490867,0.4956790926,1.460651565
176,Annapurna Conservation Area,28.82048,84.01674,"national park, scenery",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.503012268,1.46636874
177,Machapuchhre Base Camp Trek,28.52747,83.9075,"hills, mountains, trekking, hiking",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4978982788,1.464462142
178,Beshi Sahar,28.20104,84.38543,"city, river",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4922010005,1.472803594
179,Ghale Gaon,28.27831,84.30884,"Village, hills, mountains, trekking, hiking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4935496164,1.471466847
180,Bhujung,28.33086,84.25949,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4944667869,1.470605527
181,Ilampokhari,28.18052,84.57462,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4918428589,1.476105583
182,Barha Pokhari,26.98238,86.82486,"pond, lake, hiking, pilgrimage, hindu",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.470931371,1.51537968
183,Marshyandi,28.61108,84.08781,"rafting, river",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4993575486,1.467609145
184,Khudi,28.38009,84.32265,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4953260125,1.471707877
185,Bhulbhule,28.29101,84.36932,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4937712732,1.472522422
186,Bahun Dada (Hill),28.3451,84.42363,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4947153218,1.47347031
187,Dharme Beshi,27.91095,84.89188,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4871379749,1.481642814
188,Jagat,27.83489,85.32678,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4858104774,1.489233251
189,Bhote Odar,28.14544,84.43362,"village, hills, hiking, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4912305974,1.473644668
190,Dudhpokhari,28.26,84.62,"village, hills, hiking, trekking, hindu, pilgrimage, pond",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4932300466,1.476897613
191,Annapurna Second,28.53592,84.12248,"mountain, climbing, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4980457591,1.468214251
193,Himalchuli Mountain,28.43667,84.64,"mountain, climbing, trekking",4,Gandaki,Lamjung,28.2765491,84.3542049,0.4935188829,1.472258613,0.4963135198,1.477246679
194,Byas Gufa (Cave),27.97069,84.26781,"hindu, temple, cave, history",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4881806346,1.470750738
195,Bandipur,27.91704,84.40676,"village, hills, history",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4872442654,1.473175873
196,Dhorfirdi,28.04418,84.06299,city,4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.489463277,1.467175955
197,Vimad,27.9950393,84.07084986,"city, history, scenery",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4886056099,1.467313135
198,Siddha Gufa,27.94831,84.41904,"cave, hills, hiking",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4877900299,1.473390199
199,Rising Ranipokhari,30.18122,78.21059,"village, pond",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.5267616613,1.365032305
200,Chundi Ramgha,28.03812,84.39628,"village, history",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4893575101,1.472992962
202,Chhabdi Baraha,27.96004,84.32482,"hindu, temple",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.487994757,1.47174575
203,Sital Cave,28.00918,84.27144,cave,4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4888524118,1.470814093
204,Tanahusur Durbar,28.03681,84.34055,"palace, trekking",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4893346463,1.47202029
205,Manungkot,27.96838,84.24612,"Hills, hiking, history",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4881403174,1.470372176
206,Maulakalika Temple,27.72752,84.40875,"Hindu, temple, river",4,Gandaki,Nawalpur,27.8149251,85.6280697,0.4854620242,1.494491748,0.4839365174,1.473210605
207,Daaune Devi Temple,27.55045,83.83762,"Hindu, temple",4,Gandaki,Nawalpur,27.8149251,85.6280697,0.4854620242,1.494491748,0.4808460629,1.463242506
208,Devghat Dham,27.74294,84.42308,"hindu, temple, river, hills, forest",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4842056472,1.473460711
209,Cg Temple,27.67724,84.21136,"temple, art",4,Gandaki,Nawalpur,27.8149251,85.6280697,0.4854620242,1.494491748,0.4830589659,1.4697655
210,Amaltari Homestay,27.61009,84.09475,"hiking, homestay, forest, scenery",4,Gandaki,Nawalpur,27.8149251,85.6280697,0.4854620242,1.494491748,0.4818869773,1.467730271
211,Devchuli Hill,27.76759,84.17972,"hiking, scenery",4,Gandaki,Nawalpur,27.8149251,85.6280697,0.4854620242,1.494491748,0.4846358708,1.469213277
212,Karkineta( the source of Adhikhola River),28.17371,83.74714,"village, hills",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.491724002,1.461663332
213,Bhalu Pahad,28.14014,83.85949,hill,4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.491138095,1.46362421
214,Chandikalika Temple,28.21377,83.98403,"hindu, temple",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.4924231809,1.465797843
215,Sirubari,28.13228,83.78099,"homestay, village, hills",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.4910009121,1.462254126
216,Sworek Hill,28.02348,83.75719,"paragliding, cave, hills",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.4891019939,1.461838738
217,Chaaya Kshetra,28.32326,82.22573,"hindu, temple, cave",4,Gandaki,Salyan,39.5779145,48.9718588,0.6907649191,0.8547201769,0.4943341419,1.435109718
218,Garahun Kalika,8.335256,-12.9419,"hindu, temple",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.1454776612,-0.2258787665
219,Alamdevi,27.95373,83.51235,"hindu, temple",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.4878846267,1.457565474
220,Mirmi Hydro dam,27.97192,83.5896,"dam, river",4,Gandaki,Syangja,28.0196825,83.804868,0.489035715,1.462670876,0.4882021021,1.45891374
221,Mahabhir Waterfall Rappelling/ Canyoning,28.27533,83.69948,"waterfall, rappelling, canyoning, adventure",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4934976056,1.460831508
222,"Bungee Jump, Sky Cycling And Adventure Swing in Parbat",28.23662,83.67408,"hills, bungee, cycling, adventure",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4928219886,1.460388195
224,Kushma Modibeni Area,28.2026,83.67041,"hindu, temple, cave, hills, river, pilgrimage",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4922282276,1.460324141
225,Sedibeni Shaligram Shila,28.01208,83.60502,"hindu, pilgrimage",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4889030263,1.45918287
226,Mahashila,28.11558,83.6769,"Hills, scenery, hindu",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4907094421,1.460437413
227,Chisapani Kalika,28.6353,81.27741,"hindu, pilgrimage, hills",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4997802673,1.418558412
228,Dahare Neelkanth Mountain,30.74743,79.48982,"hindu, pilgrimage, hiking, history, hills",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.53664389,1.387359081
229,Panchase Panchadham,28.2345,83.7878,"hindu, buddhist, pilgrimage",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4927849877,1.462372983
230,"Bhamarkot, Maate, Jaljala, Hampal (Kalanzar) Mountains",28.34709,83.65892,"mountains, hills, trekking, hiking, village",4,Gandaki,Parbat,28.2246464,83.6986568,0.4926130099,1.460817141,0.4947500539,1.460123603
231,Kalika Bhagwati Temple,28.25542,83.61356,"hindu, temple",4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4931501105,1.459331921
232,Bhairavsthan Temple,28.25597,83.5808,"hindu, temple",4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4931597098,1.458760151
233,Jaimineshwor Shiva Temple,26.6613,85.79548,"hindu, temple",4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4653274679,1.497413609
234,Dhorpatan Taalbaraha Temple,28.50014,83.06454,"hindu, temple",4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4974212803,1.449749715
235,Tripurshowr Mahadev Temple,27.695,85.31491,"hindu, temple",4,Gandaki,Kaski,28.2622146,84.0167423,0.4932686987,1.46636878,0.4833689363,1.489026081
236,Thalthapi Mai Bhagwati Temple,27.70025,84.17747,"hindu, temple",4,Gandaki,Tanahu,27.944705,84.2278796,0.4877271107,1.470053821,0.4834605661,1.469174007
237,Devisthan Temple,27.57243,84.25814,"hindu, temple",4,Gandaki,Chitwan,27.529131,84.3542049,0.4804739762,1.472258613,0.4812296863,1.470581965
238,Shivalaya Temple,27.87042054,83.54805919,"hindu, temple",4,Gandaki,Palpa,27.80365725,83.66052172,0.4852653631,1.460151558,0.4864306023,1.458188717
239,Satyawati Temple,27.75536,83.54121,"hindu, temple",4,Gandaki,Palpa,27.80365725,83.66052172,0.4852653631,1.460151558,0.4844224171,1.458069176
240,Dhorpatan Area,28.50014,83.06454,"wildlife, tour, lakes, river",4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4974212803,1.449749715
241,Ghumte ko Lek (Dhuri),28.24595,83.39258,hill,4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4929848279,1.455475093
242,Gaja Ko Daha,28.19411,83.51287,lake,4,Gandaki,Baglung,28.2774326,83.581615,0.4935343029,1.458774376,0.4920800492,1.457574549
243,Bhakunde Daha,28.24453279,83.60692002,pond,4,Gandaki,Myagdi,28.6028948,83.336188,0.4992146899,1.454490867,0.4929600929,1.459216032
244,Sanshar Kot,28.29549,83.55092,"hills, hiking, scenery",4,Gandaki,Gulmi,28.088934,83.2934086,0.4902443817,1.453744225,0.493849464,1.458238647
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,oo,,,,,,,,,
